Lieu	N° région, département	Série	Unité	1999	2006
BRETAGNE	53	RI03 Surface des forêts en zone inondable	 ha	3240.0	3298.0
BRETAGNE	53	RI03 Surface des autres zones naturelles en zone inondable	 ha	380.0	356.0
BRETAGNE	53	RI03 Surface des zones humides en zone inondable	 ha	611.0	611.0
BRETAGNE	53	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	1831.0	1841.0
BRETAGNE	53	RI03 Taux de couverture	%	83.44	83.44
CENTRE	24	RI03Surface totale du territoire	 ha	3947002.0	3947002.0
CENTRE	24	RI03 Surface estimée en zone inondable	 ha	153134.0	153134.0
CENTRE	24	RI03 Population totale du territoire	 nombre	2439962.0	2519567.0
CENTRE	24	RI03 Population estimée en zone inondable	 nombre	313300.0	321300.0
CENTRE	24	RI03 Nombre total de logements du territoire	 nombre	1183007.0	1261756.0
CENTRE	24	RI03 Nombre de logements estimé en zone inondable	 nombre	157600.0	167400.0
CENTRE	24	RI03 Surface urbanisée continue en zone inondable	 ha	161.0	161.0
CENTRE	24	RI03 Surface urbanisée discontinue en zone inondable	 ha	11174.0	11217.0
CENTRE	24	RI03 Surface des zones d'activités en zone inondable	 ha	2708.0	2884.0
CENTRE	24	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	1547.0	1547.0
CENTRE	24	RI03 Surface des réseaux de communication en zone inondable	 ha	366.0	366.0
CENTRE	24	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	78480.0	78365.0
CENTRE	24	RI03 Surface des prairies en zone inondable	 ha	27238.0	27068.0
CENTRE	24	RI03 Surface des forêts en zone inondable	 ha	17115.0	16906.0
CENTRE	24	RI03 Surface des autres zones naturelles en zone inondable	 ha	2597.0	2801.0
CENTRE	24	RI03 Surface des zones humides en zone inondable	 ha	113.0	113.0
CENTRE	24	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	11635.0	11708.0
CENTRE	24	RI03 Taux de couverture	%	70.45	70.45
CHAMPAGNE-ARDENNE	21	RI03Surface totale du territoire	 ha	2571157.0	2571157.0
CHAMPAGNE-ARDENNE	21	RI03 Surface estimée en zone inondable	 ha	101487.0	101487.0
CHAMPAGNE-ARDENNE	21	RI03 Population totale du territoire	 nombre	1342202.0	1338843.0
CHAMPAGNE-ARDENNE	21	RI03 Population estimée en zone inondable	 nombre	103100.0	101000.0
CHAMPAGNE-ARDENNE	21	RI03 Nombre total de logements du territoire	 nombre	613835.0	648182.0
CHAMPAGNE-ARDENNE	21	RI03 Nombre de logements estimé en zone inondable	 nombre	46700.0	49100.0
CHAMPAGNE-ARDENNE	21	RI03 Surface urbanisée continue en zone inondable	 ha	195.0	195.0
CHAMPAGNE-ARDENNE	21	RI03 Surface urbanisée discontinue en zone inondable	 ha	4115.0	4126.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des zones d'activités en zone inondable	 ha	2005.0	2079.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	444.0	444.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des réseaux de communication en zone inondable	 ha	125.0	137.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	37794.0	37765.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des prairies en zone inondable	 ha	29232.0	29037.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des forêts en zone inondable	 ha	23124.0	23086.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des autres zones naturelles en zone inondable	 ha	1290.0	1330.0
CHAMPAGNE-ARDENNE	21	RI03 Surface des zones humides en zone inondable	 ha	175.0	175.0
CHAMPAGNE-ARDENNE	21	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	2987.0	3111.0
CHAMPAGNE-ARDENNE	21	RI03 Taux de couverture	%	98.13	98.13
CORSE	94	RI03Surface totale du territoire	 ha	875975.0	875975.0
CORSE	94	RI03 Surface estimée en zone inondable	 ha	25861.0	25861.0
CORSE	94	RI03 Population totale du territoire	 nombre	260149.0	294118.0
CORSE	94	RI03 Population estimée en zone inondable	 nombre	18800.0	21000.0
CORSE	94	RI03 Nombre total de logements du territoire	 nombre	177366.0	200796.0
CORSE	94	RI03 Nombre de logements estimé en zone inondable	 nombre	11700.0	13500.0
CORSE	94	RI03 Surface urbanisée continue en zone inondable	 ha	31.0	31.0
CORSE	94	RI03 Surface urbanisée discontinue en zone inondable	 ha	805.0	810.0
CORSE	94	RI03 Surface des zones d'activités en zone inondable	 ha	592.0	611.0
CORSE	94	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	455.0	455.0
CORSE	94	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	0.0
CORSE	94	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	11503.0	11505.0
CORSE	94	RI03 Surface des prairies en zone inondable	 ha	3163.0	3158.0
CORSE	94	RI03 Surface des forêts en zone inondable	 ha	1884.0	1873.0
CORSE	94	RI03 Surface des autres zones naturelles en zone inondable	 ha	4848.0	4839.0
CORSE	94	RI03 Surface des zones humides en zone inondable	 ha	1123.0	1123.0
CORSE	94	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	1456.0	1456.0
CORSE	94	RI03 Taux de couverture	%	62.63	62.63
FRANCHE COMTE	43	RI03Surface totale du territoire	 ha	1627966.0	1627966.0
FRANCHE COMTE	43	RI03 Surface estimée en zone inondable	 ha	60924.0	60924.0
FRANCHE COMTE	43	RI03 Population totale du territoire	 nombre	1117257.0	1150624.0
FRANCHE COMTE	43	RI03 Population estimée en zone inondable	 nombre	76500.0	78000.0
FRANCHE COMTE	43	RI03 Nombre total de logements du territoire	 nombre	524063.0	566309.0
FRANCHE COMTE	43	RI03 Nombre de logements estimé en zone inondable	 nombre	37000.0	40000.0
FRANCHE COMTE	43	RI03 Surface urbanisée continue en zone inondable	 ha	148.0	148.0
FRANCHE COMTE	43	RI03 Surface urbanisée discontinue en zone inondable	 ha	3791.0	3836.0
FRANCHE COMTE	43	RI03 Surface des zones d'activités en zone inondable	 ha	1567.0	1656.0
FRANCHE COMTE	43	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	267.0	289.0
FRANCHE COMTE	43	RI03 Surface des réseaux de communication en zone inondable	 ha	12.0	27.0
FRANCHE COMTE	43	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	25951.0	25823.0
FRANCHE COMTE	43	RI03 Surface des prairies en zone inondable	 ha	19811.0	19746.0
FRANCHE COMTE	43	RI03 Surface des forêts en zone inondable	 ha	5705.0	5651.0
FRANCHE COMTE	43	RI03 Surface des autres zones naturelles en zone inondable	 ha	328.0	376.0
FRANCHE COMTE	43	RI03 Surface des zones humides en zone inondable	 ha	266.0	266.0
FRANCHE COMTE	43	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	3080.0	3107.0
FRANCHE COMTE	43	RI03 Taux de couverture	%	77.92	77.92
HAUTE NORMANDIE	23	RI03Surface totale du territoire	 ha	1236284.0	1236284.0
HAUTE NORMANDIE	23	RI03 Surface estimée en zone inondable	 ha	30493.0	30493.0
HAUTE NORMANDIE	23	RI03 Population totale du territoire	 nombre	1780439.0	1811053.0
HAUTE NORMANDIE	23	RI03 Population estimée en zone inondable	 nombre	63500.0	65300.0
HAUTE NORMANDIE	23	RI03 Nombre total de logements du territoire	 nombre	783911.0	834373.0
HAUTE NORMANDIE	23	RI03 Nombre de logements estimé en zone inondable	 nombre	28500.0	30800.0
HAUTE NORMANDIE	23	RI03 Surface urbanisée continue en zone inondable	 ha	11.0	11.0
HAUTE NORMANDIE	23	RI03 Surface urbanisée discontinue en zone inondable	 ha	2855.0	2866.0
HAUTE NORMANDIE	23	RI03 Surface des zones d'activités en zone inondable	 ha	967.0	906.0
HAUTE NORMANDIE	23	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	525.0	525.0
HAUTE NORMANDIE	23	RI03 Surface des réseaux de communication en zone inondable	 ha	40.0	40.0
HAUTE NORMANDIE	23	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	7657.0	7679.0
HAUTE NORMANDIE	23	RI03 Surface des prairies en zone inondable	 ha	11976.0	11940.0
HAUTE NORMANDIE	23	RI03 Surface des forêts en zone inondable	 ha	2096.0	2064.0
HAUTE NORMANDIE	23	RI03 Surface des autres zones naturelles en zone inondable	 ha	371.0	403.0
HAUTE NORMANDIE	23	RI03 Surface des zones humides en zone inondable	 ha	65.0	65.0
HAUTE NORMANDIE	23	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	3930.0	3995.0
HAUTE NORMANDIE	23	RI03 Taux de couverture	%	37.83	37.83
ILE DE FRANCE	11	RI03Surface totale du territoire	 ha	1206414.0	1206414.0
ILE DE FRANCE	11	RI03 Surface estimée en zone inondable	 ha	59593.0	59593.0
ILE DE FRANCE	11	RI03 Population totale du territoire	 nombre	1.0951136E7	1.1532409E7
ILE DE FRANCE	11	RI03 Population estimée en zone inondable	 nombre	1013600.0	1077000.0
ILE DE FRANCE	11	RI03 Nombre total de logements du territoire	 nombre	5082655.0	5309012.0
ILE DE FRANCE	11	RI03 Nombre de logements estimé en zone inondable	 nombre	493200.0	518700.0
ILE DE FRANCE	11	RI03 Surface urbanisée continue en zone inondable	 ha	1129.0	1129.0
ILE DE FRANCE	11	RI03 Surface urbanisée discontinue en zone inondable	 ha	11595.0	11625.0
ILE DE FRANCE	11	RI03 Surface des zones d'activités en zone inondable	 ha	7628.0	7962.0
ILE DE FRANCE	11	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	3218.0	3231.0
ILE DE FRANCE	11	RI03 Surface des réseaux de communication en zone inondable	 ha	870.0	870.0
ILE DE FRANCE	11	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	13135.0	12750.0
ILE DE FRANCE	11	RI03 Surface des prairies en zone inondable	 ha	2795.0	2666.0
ILE DE FRANCE	11	RI03 Surface des forêts en zone inondable	 ha	9248.0	9210.0
ILE DE FRANCE	11	RI03 Surface des autres zones naturelles en zone inondable	 ha	327.0	386.0
ILE DE FRANCE	11	RI03 Surface des zones humides en zone inondable	 ha	49.0	49.0
ILE DE FRANCE	11	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	9599.0	9713.0
ILE DE FRANCE	11	RI03 Taux de couverture	%	56.21	56.21
LANGUEDOC-ROUSSILLON	91	RI03Surface totale du territoire	 ha	2778788.0	2778788.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface estimée en zone inondable	 ha	294456.0	294456.0
LANGUEDOC-ROUSSILLON	91	RI03 Population totale du territoire	 nombre	2296357.0	2534155.0
LANGUEDOC-ROUSSILLON	91	RI03 Population estimée en zone inondable	 nombre	604700.0	657600.0
LANGUEDOC-ROUSSILLON	91	RI03 Nombre total de logements du territoire	 nombre	1389952.0	1569195.0
LANGUEDOC-ROUSSILLON	91	RI03 Nombre de logements estimé en zone inondable	 nombre	376200.0	423200.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface urbanisée continue en zone inondable	 ha	824.0	824.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface urbanisée discontinue en zone inondable	 ha	19460.0	20290.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des zones d'activités en zone inondable	 ha	5262.0	5560.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	2743.0	2734.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des réseaux de communication en zone inondable	 ha	196.0	215.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	196809.0	195733.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des prairies en zone inondable	 ha	7471.0	7396.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des forêts en zone inondable	 ha	17614.0	17609.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des autres zones naturelles en zone inondable	 ha	10547.0	10528.0
LANGUEDOC-ROUSSILLON	91	RI03 Surface des zones humides en zone inondable	 ha	22170.0	22164.0
LANGUEDOC-ROUSSILLON	91	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	11360.0	11405.0
LANGUEDOC-ROUSSILLON	91	RI03 Taux de couverture	%	90.02	90.02
LIMOUSIN	74	RI03Surface totale du territoire	 ha	1702652.0	1702652.0
LIMOUSIN	74	RI03 Surface estimée en zone inondable	 ha	14017.0	14017.0
LIMOUSIN	74	RI03 Population totale du territoire	 nombre	710792.0	730910.0
LIMOUSIN	74	RI03 Population estimée en zone inondable	 nombre	22900.0	23800.0
LIMOUSIN	74	RI03 Nombre total de logements du territoire	 nombre	401687.0	427839.0
LIMOUSIN	74	RI03 Nombre de logements estimé en zone inondable	 nombre	12800.0	13900.0
LIMOUSIN	74	RI03 Surface urbanisée continue en zone inondable	 ha	13.0	13.0
LIMOUSIN	74	RI03 Surface urbanisée discontinue en zone inondable	 ha	882.0	884.0
LIMOUSIN	74	RI03 Surface des zones d'activités en zone inondable	 ha	243.0	248.0
LIMOUSIN	74	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	82.0	82.0
LIMOUSIN	74	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	10.0
LIMOUSIN	74	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	4279.0	4253.0
LIMOUSIN	74	RI03 Surface des prairies en zone inondable	 ha	4599.0	4602.0
LIMOUSIN	74	RI03 Surface des forêts en zone inondable	 ha	2495.0	2484.0
LIMOUSIN	74	RI03 Surface des autres zones naturelles en zone inondable	 ha	21.0	31.0
LIMOUSIN	74	RI03 Surface des zones humides en zone inondable	 ha	0.0	0.0
LIMOUSIN	74	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	1403.0	1410.0
LIMOUSIN	74	RI03 Taux de couverture	%	85.71	85.71
LORRAINE	41	RI03Surface totale du territoire	 ha	2366308.0	2366308.0
LORRAINE	41	RI03 Surface estimée en zone inondable	 ha	106098.0	106098.0
LORRAINE	41	RI03 Population totale du territoire	 nombre	2310023.0	2335759.0
LORRAINE	41	RI03 Population estimée en zone inondable	 nombre	243600.0	243500.0
LORRAINE	41	RI03 Nombre total de logements du territoire	 nombre	1013160.0	1089795.0
LORRAINE	41	RI03 Nombre de logements estimé en zone inondable	 nombre	113000.0	120800.0
LORRAINE	41	RI03 Surface urbanisée continue en zone inondable	 ha	429.0	429.0
LORRAINE	41	RI03 Surface urbanisée discontinue en zone inondable	 ha	8182.0	8236.0
LORRAINE	41	RI03 Surface des zones d'activités en zone inondable	 ha	5393.0	5755.0
LORRAINE	41	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	879.0	857.0
LORRAINE	41	RI03 Surface des réseaux de communication en zone inondable	 ha	339.0	413.0
LORRAINE	41	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	21392.0	21066.0
LORRAINE	41	RI03 Surface des prairies en zone inondable	 ha	56989.0	56726.0
LORRAINE	41	RI03 Surface des forêts en zone inondable	 ha	4481.0	4414.0
LORRAINE	41	RI03 Surface des autres zones naturelles en zone inondable	 ha	872.0	922.0
LORRAINE	41	RI03 Surface des zones humides en zone inondable	 ha	236.0	243.0
LORRAINE	41	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	6907.0	7037.0
LORRAINE	41	RI03 Taux de couverture	%	87.37	87.37
MIDI-PYRENEES	73	RI03Surface totale du territoire	 ha	4562543.0	4562543.0
MIDI-PYRENEES	73	RI03 Surface estimée en zone inondable	 ha	289083.0	289083.0
MIDI-PYRENEES	73	RI03 Population totale du territoire	 nombre	2552696.0	2776821.0
MIDI-PYRENEES	73	RI03 Population estimée en zone inondable	 nombre	310300.0	334600.0
MIDI-PYRENEES	73	RI03 Nombre total de logements du territoire	 nombre	1319594.0	1476068.0
MIDI-PYRENEES	73	RI03 Nombre de logements estimé en zone inondable	 nombre	158500.0	176500.0
MIDI-PYRENEES	73	RI03 Surface urbanisée continue en zone inondable	 ha	359.0	359.0
MIDI-PYRENEES	73	RI03 Surface urbanisée discontinue en zone inondable	 ha	11148.0	11480.0
MIDI-PYRENEES	73	RI03 Surface des zones d'activités en zone inondable	 ha	4602.0	5126.0
MIDI-PYRENEES	73	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	1193.0	1202.0
MIDI-PYRENEES	73	RI03 Surface des réseaux de communication en zone inondable	 ha	304.0	380.0
MIDI-PYRENEES	73	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	205734.0	204872.0
MIDI-PYRENEES	73	RI03 Surface des prairies en zone inondable	 ha	24352.0	24224.0
MIDI-PYRENEES	73	RI03 Surface des forêts en zone inondable	 ha	24462.0	24530.0
MIDI-PYRENEES	73	RI03 Surface des autres zones naturelles en zone inondable	 ha	3132.0	3037.0
MIDI-PYRENEES	73	RI03 Surface des zones humides en zone inondable	 ha	2.0	2.0
MIDI-PYRENEES	73	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	13791.0	13870.0
MIDI-PYRENEES	73	RI03 Taux de couverture	%	95.71	95.71
NORD-PAS-DE-CALAIS	31	RI03Surface totale du territoire	 ha	1248267.0	1248267.0
NORD-PAS-DE-CALAIS	31	RI03 Surface estimée en zone inondable	 ha	25440.0	25440.0
NORD-PAS-DE-CALAIS	31	RI03 Population totale du territoire	 nombre	3995871.0	4018648.0
NORD-PAS-DE-CALAIS	31	RI03 Population estimée en zone inondable	 nombre	44400.0	44500.0
NORD-PAS-DE-CALAIS	31	RI03 Nombre total de logements du territoire	 nombre	1641429.0	1743565.0
NORD-PAS-DE-CALAIS	31	RI03 Nombre de logements estimé en zone inondable	 nombre	17900.0	19100.0
NORD-PAS-DE-CALAIS	31	RI03 Surface urbanisée continue en zone inondable	 ha	7.0	7.0
NORD-PAS-DE-CALAIS	31	RI03 Surface urbanisée discontinue en zone inondable	 ha	1918.0	1938.0
NORD-PAS-DE-CALAIS	31	RI03 Surface des zones d'activités en zone inondable	 ha	312.0	313.0
NORD-PAS-DE-CALAIS	31	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	105.0	105.0
NORD-PAS-DE-CALAIS	31	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	0.0
NORD-PAS-DE-CALAIS	31	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	8835.0	8835.0
NORD-PAS-DE-CALAIS	31	RI03 Surface des prairies en zone inondable	 ha	10910.0	10876.0
