Lieu	N° région, département	Série	Unité	1999	2010
BRETAGNE	53	TR05Utilisant  un seul mode de transport, le deux-roues et travaillant hors Métropole	nombre	33.0	ND
BRETAGNE	53	TR05Utilisant  un seul mode de transport, la voiture particulière et travaillant hors Métropole	nombre	972.0	ND
BRETAGNE	53	TR05Utilisant  un seul mode de transport, les transports en commun et travaillant hors Métropole	nombre	134.0	ND
BRETAGNE	53	TR05Utilisant  plusieurs modes de transport et travaillant hors Métropole	nombre	891.0	ND
CENTRE	24	TR05Total	nombre	977755.0	1055902.0
CENTRE	24	TR05Travaillant à domicile	nombre	63065.0	51052.0
CENTRE	24	TR05Utilisant la marche à pied principalement pour se rendre à son travail	nombre	71735.0	71473.0
CENTRE	24	TR05Utilisant un seul mode de transport, le deux-roues	nombre	44400.0	42821.0
CENTRE	24	TR05Utilisant un seul mode de transport, la voiture particulière	nombre	691479.0	813965.0
CENTRE	24	TR05Utilisant un seul mode de transport, les transports en commun	nombre	45001.0	76592.0
CENTRE	24	TR05Utilisant  plusieurs modes de transport	nombre	62075.0	ND
CENTRE	24	TR05Travaillant à domicile et habitant une commune rurale	nombre	35521.0	25965.0
CENTRE	24	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune rurale	nombre	16088.0	14618.0
CENTRE	24	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune rurale	nombre	11681.0	10396.0
CENTRE	24	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune rurale	nombre	249455.0	316974.0
CENTRE	24	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune rurale	nombre	6442.0	12201.0
CENTRE	24	TR05Utilisant  plusieurs modes de transport et habitant une commune rurale	nombre	15896.0	ND
CENTRE	24	TR05Travaillant à domicile et habitant une commune urbaine	nombre	27544.0	25087.0
CENTRE	24	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune urbaine	nombre	55647.0	56855.0
CENTRE	24	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune urbaine	nombre	32719.0	32425.0
CENTRE	24	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune urbaine	nombre	442024.0	496991.0
CENTRE	24	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune urbaine	nombre	38559.0	64391.0
CENTRE	24	TR05Utilisant  plusieurs modes de transport et habitant une commune urbaine	nombre	46179.0	ND
CENTRE	24	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et travaillant hors Métropole	nombre	71.0	ND
CENTRE	24	TR05Utilisant  un seul mode de transport, le deux-roues et travaillant hors Métropole	nombre	16.0	ND
CENTRE	24	TR05Utilisant  un seul mode de transport, la voiture particulière et travaillant hors Métropole	nombre	619.0	ND
CENTRE	24	TR05Utilisant  un seul mode de transport, les transports en commun et travaillant hors Métropole	nombre	100.0	ND
CENTRE	24	TR05Utilisant  plusieurs modes de transport et travaillant hors Métropole	nombre	281.0	ND
CHAMPAGNE-ARDENNE	21	TR05Total	nombre	519272.0	541115.0
CHAMPAGNE-ARDENNE	21	TR05Travaillant à domicile	nombre	32511.0	26975.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant la marche à pied principalement pour se rendre à son travail	nombre	53766.0	51796.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant un seul mode de transport, le deux-roues	nombre	19743.0	19227.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant un seul mode de transport, la voiture particulière	nombre	363664.0	413756.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant un seul mode de transport, les transports en commun	nombre	20082.0	29361.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  plusieurs modes de transport	nombre	29506.0	ND
CHAMPAGNE-ARDENNE	21	TR05Travaillant à domicile et habitant une commune rurale	nombre	20480.0	15436.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune rurale	nombre	15227.0	13799.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune rurale	nombre	5769.0	5407.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune rurale	nombre	149045.0	190720.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune rurale	nombre	2089.0	3596.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  plusieurs modes de transport et habitant une commune rurale	nombre	7699.0	ND
CHAMPAGNE-ARDENNE	21	TR05Travaillant à domicile et habitant une commune urbaine	nombre	12031.0	11539.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune urbaine	nombre	38539.0	37998.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune urbaine	nombre	13974.0	13820.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune urbaine	nombre	214619.0	223035.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune urbaine	nombre	17993.0	25765.0
CHAMPAGNE-ARDENNE	21	TR05Utilisant  plusieurs modes de transport et habitant une commune urbaine	nombre	21807.0	ND
CHAMPAGNE-ARDENNE	21	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et travaillant hors Métropole	nombre	44.0	ND
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, le deux-roues et travaillant hors Métropole	nombre	32.0	ND
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, la voiture particulière et travaillant hors Métropole	nombre	1751.0	ND
CHAMPAGNE-ARDENNE	21	TR05Utilisant  un seul mode de transport, les transports en commun et travaillant hors Métropole	nombre	64.0	ND
CHAMPAGNE-ARDENNE	21	TR05Utilisant  plusieurs modes de transport et travaillant hors Métropole	nombre	182.0	ND
CORSE	94	TR05Total	nombre	85986.0	122916.0
CORSE	94	TR05Travaillant à domicile	nombre	3496.0	5523.0
CORSE	94	TR05Utilisant la marche à pied principalement pour se rendre à son travail	nombre	10162.0	11583.0
CORSE	94	TR05Utilisant un seul mode de transport, le deux-roues	nombre	1493.0	4910.0
CORSE	94	TR05Utilisant un seul mode de transport, la voiture particulière	nombre	65069.0	98137.0
CORSE	94	TR05Utilisant un seul mode de transport, les transports en commun	nombre	1866.0	2763.0
CORSE	94	TR05Utilisant  plusieurs modes de transport	nombre	3900.0	ND
CORSE	94	TR05Travaillant à domicile et habitant une commune rurale	nombre	1951.0	2175.0
CORSE	94	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune rurale	nombre	2660.0	2501.0
CORSE	94	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune rurale	nombre	480.0	961.0
CORSE	94	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune rurale	nombre	23175.0	32063.0
CORSE	94	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune rurale	nombre	237.0	482.0
CORSE	94	TR05Utilisant  plusieurs modes de transport et habitant une commune rurale	nombre	1314.0	ND
CORSE	94	TR05Travaillant à domicile et habitant une commune urbaine	nombre	1545.0	3348.0
CORSE	94	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune urbaine	nombre	7502.0	9082.0
CORSE	94	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune urbaine	nombre	1013.0	3950.0
CORSE	94	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune urbaine	nombre	41894.0	66075.0
CORSE	94	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune urbaine	nombre	1629.0	2281.0
CORSE	94	TR05Utilisant  plusieurs modes de transport et habitant une commune urbaine	nombre	2586.0	ND
CORSE	94	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et travaillant hors Métropole	nombre	8.0	ND
CORSE	94	TR05Utilisant  un seul mode de transport, le deux-roues et travaillant hors Métropole	nombre	ND	ND
CORSE	94	TR05Utilisant  un seul mode de transport, la voiture particulière et travaillant hors Métropole	nombre	119.0	ND
CORSE	94	TR05Utilisant  un seul mode de transport, les transports en commun et travaillant hors Métropole	nombre	3.0	ND
CORSE	94	TR05Utilisant  plusieurs modes de transport et travaillant hors Métropole	nombre	16.0	ND
FRANCHE COMTE	43	TR05Total	nombre	448730.0	489736.0
FRANCHE COMTE	43	TR05Travaillant à domicile	nombre	27492.0	22120.0
FRANCHE COMTE	43	TR05Utilisant la marche à pied principalement pour se rendre à son travail	nombre	44016.0	41483.0
FRANCHE COMTE	43	TR05Utilisant un seul mode de transport, le deux-roues	nombre	13020.0	14225.0
FRANCHE COMTE	43	TR05Utilisant un seul mode de transport, la voiture particulière	nombre	317171.0	385321.0
FRANCHE COMTE	43	TR05Utilisant un seul mode de transport, les transports en commun	nombre	22013.0	26587.0
FRANCHE COMTE	43	TR05Utilisant  plusieurs modes de transport	nombre	25018.0	ND
FRANCHE COMTE	43	TR05Travaillant à domicile et habitant une commune rurale	nombre	16982.0	12217.0
FRANCHE COMTE	43	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune rurale	nombre	12840.0	11056.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune rurale	nombre	3667.0	4396.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune rurale	nombre	144956.0	183274.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune rurale	nombre	4507.0	4904.0
FRANCHE COMTE	43	TR05Utilisant  plusieurs modes de transport et habitant une commune rurale	nombre	7187.0	ND
FRANCHE COMTE	43	TR05Travaillant à domicile et habitant une commune urbaine	nombre	10510.0	9904.0
FRANCHE COMTE	43	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune urbaine	nombre	31176.0	30427.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune urbaine	nombre	9353.0	9829.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune urbaine	nombre	172215.0	202047.0
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune urbaine	nombre	17506.0	21683.0
FRANCHE COMTE	43	TR05Utilisant  plusieurs modes de transport et habitant une commune urbaine	nombre	17831.0	ND
FRANCHE COMTE	43	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et travaillant hors Métropole	nombre	59.0	ND
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, le deux-roues et travaillant hors Métropole	nombre	21.0	ND
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, la voiture particulière et travaillant hors Métropole	nombre	13255.0	ND
FRANCHE COMTE	43	TR05Utilisant  un seul mode de transport, les transports en commun et travaillant hors Métropole	nombre	266.0	ND
FRANCHE COMTE	43	TR05Utilisant  plusieurs modes de transport et travaillant hors Métropole	nombre	359.0	ND
HAUTE NORMANDIE	23	TR05Total	nombre	686326.0	750298.0
HAUTE NORMANDIE	23	TR05Travaillant à domicile	nombre	35714.0	31219.0
HAUTE NORMANDIE	23	TR05Utilisant la marche à pied principalement pour se rendre à son travail	nombre	53995.0	54852.0
HAUTE NORMANDIE	23	TR05Utilisant un seul mode de transport, le deux-roues	nombre	22251.0	23022.0
HAUTE NORMANDIE	23	TR05Utilisant un seul mode de transport, la voiture particulière	nombre	490831.0	579687.0
HAUTE NORMANDIE	23	TR05Utilisant un seul mode de transport, les transports en commun	nombre	43477.0	61519.0
HAUTE NORMANDIE	23	TR05Utilisant  plusieurs modes de transport	nombre	40058.0	ND
HAUTE NORMANDIE	23	TR05Travaillant à domicile et habitant une commune rurale	nombre	17377.0	13349.0
HAUTE NORMANDIE	23	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune rurale	nombre	9269.0	8383.0
HAUTE NORMANDIE	23	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune rurale	nombre	7063.0	5695.0
HAUTE NORMANDIE	23	TR05Utilisant  un seul mode de transport, la voiture particulière et habitant une commune rurale	nombre	178995.0	217814.0
HAUTE NORMANDIE	23	TR05Utilisant  un seul mode de transport, les transports en commun et habitant une commune rurale	nombre	5985.0	8055.0
HAUTE NORMANDIE	23	TR05Utilisant  plusieurs modes de transport et habitant une commune rurale	nombre	10014.0	ND
HAUTE NORMANDIE	23	TR05Travaillant à domicile et habitant une commune urbaine	nombre	18337.0	17869.0
HAUTE NORMANDIE	23	TR05Utilisant  la marche à pied principalement pour se rendre à son travail et habitant une commune urbaine	nombre	44726.0	46468.0
HAUTE NORMANDIE	23	TR05Utilisant  un seul mode de transport, le deux-roues et habitant une commune urbaine	nombre	15188.0	17327.0
