Lieu	N° région, département	Série	Unité	1999	2006
ARIEGE	09	RI03Surface totale du territoire	 ha	492144.0	492144.0
ARIEGE	09	RI03 Surface estimée en zone inondable	 ha	20022.0	20022.0
ARIEGE	09	RI03 Population totale du territoire	 nombre	137347.0	146283.0
ARIEGE	09	RI03 Population estimée en zone inondable	 nombre	19000.0	20400.0
ARIEGE	09	RI03 Nombre total de logements du territoire	 nombre	88531.0	96554.0
ARIEGE	09	RI03 Nombre de logements estimé en zone inondable	 nombre	10400.0	11400.0
ARIEGE	09	RI03 Surface urbanisée continue en zone inondable	 ha	9.0	9.0
ARIEGE	09	RI03 Surface urbanisée discontinue en zone inondable	 ha	1024.0	1064.0
ARIEGE	09	RI03 Surface des zones d'activités en zone inondable	 ha	302.0	372.0
ARIEGE	09	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	2.0	2.0
ARIEGE	09	RI03 Surface des réseaux de communication en zone inondable	 ha	10.0	14.0
ARIEGE	09	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	13882.0	13785.0
ARIEGE	09	RI03 Surface des prairies en zone inondable	 ha	1914.0	1913.0
ARIEGE	09	RI03 Surface des forêts en zone inondable	 ha	2487.0	2437.0
ARIEGE	09	RI03 Surface des autres zones naturelles en zone inondable	 ha	285.0	320.0
ARIEGE	09	RI03 Surface des zones humides en zone inondable	 ha	0.0	0.0
ARIEGE	09	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	106.0	106.0
ARIEGE	09	RI03 Taux de couverture	%	94.64	94.64
AUBE	10	RI03Surface totale du territoire	 ha	602210.0	602210.0
AUBE	10	RI03 Surface estimée en zone inondable	 ha	31357.0	31357.0
AUBE	10	RI03 Population totale du territoire	 nombre	292099.0	299704.0
AUBE	10	RI03 Population estimée en zone inondable	 nombre	32600.0	32400.0
AUBE	10	RI03 Nombre total de logements du territoire	 nombre	138026.0	146847.0
AUBE	10	RI03 Nombre de logements estimé en zone inondable	 nombre	14600.0	15200.0
AUBE	10	RI03 Surface urbanisée continue en zone inondable	 ha	22.0	22.0
AUBE	10	RI03 Surface urbanisée discontinue en zone inondable	 ha	1476.0	1487.0
AUBE	10	RI03 Surface des zones d'activités en zone inondable	 ha	781.0	868.0
AUBE	10	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	104.0	104.0
AUBE	10	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	0.0
AUBE	10	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	11528.0	11471.0
AUBE	10	RI03 Surface des prairies en zone inondable	 ha	4146.0	4065.0
AUBE	10	RI03 Surface des forêts en zone inondable	 ha	12070.0	12081.0
AUBE	10	RI03 Surface des autres zones naturelles en zone inondable	 ha	702.0	695.0
AUBE	10	RI03 Surface des zones humides en zone inondable	 ha	27.0	27.0
AUBE	10	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	500.0	535.0
AUBE	10	RI03 Taux de couverture	%	98.67	98.67
AUDE	11	RI03Surface totale du territoire	 ha	635402.0	635402.0
AUDE	11	RI03 Surface estimée en zone inondable	 ha	51312.0	51312.0
AUDE	11	RI03 Population totale du territoire	 nombre	309952.0	341024.0
AUDE	11	RI03 Population estimée en zone inondable	 nombre	62700.0	68500.0
AUDE	11	RI03 Nombre total de logements du territoire	 nombre	201390.0	226346.0
AUDE	11	RI03 Nombre de logements estimé en zone inondable	 nombre	44800.0	50900.0
AUDE	11	RI03 Surface urbanisée continue en zone inondable	 ha	122.0	122.0
AUDE	11	RI03 Surface urbanisée discontinue en zone inondable	 ha	2118.0	2184.0
AUDE	11	RI03 Surface des zones d'activités en zone inondable	 ha	855.0	787.0
AUDE	11	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	231.0	234.0
AUDE	11	RI03 Surface des réseaux de communication en zone inondable	 ha	6.0	6.0
AUDE	11	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	41320.0	41274.0
AUDE	11	RI03 Surface des prairies en zone inondable	 ha	595.0	595.0
AUDE	11	RI03 Surface des forêts en zone inondable	 ha	1909.0	1911.0
AUDE	11	RI03 Surface des autres zones naturelles en zone inondable	 ha	1197.0	1196.0
AUDE	11	RI03 Surface des zones humides en zone inondable	 ha	2084.0	2084.0
AUDE	11	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	874.0	919.0
AUDE	11	RI03 Taux de couverture	%	88.49	88.49
AVEYRON	12	RI03Surface totale du territoire	 ha	877010.0	877010.0
AVEYRON	12	RI03 Surface estimée en zone inondable	 ha	20611.0	20611.0
AVEYRON	12	RI03 Population totale du territoire	 nombre	263924.0	273380.0
AVEYRON	12	RI03 Population estimée en zone inondable	 nombre	16100.0	16100.0
AVEYRON	12	RI03 Nombre total de logements du territoire	 nombre	149833.0	162765.0
AVEYRON	12	RI03 Nombre de logements estimé en zone inondable	 nombre	9300.0	9700.0
AVEYRON	12	RI03 Surface urbanisée continue en zone inondable	 ha	27.0	27.0
AVEYRON	12	RI03 Surface urbanisée discontinue en zone inondable	 ha	816.0	839.0
AVEYRON	12	RI03 Surface des zones d'activités en zone inondable	 ha	247.0	252.0
AVEYRON	12	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	41.0	41.0
AVEYRON	12	RI03 Surface des réseaux de communication en zone inondable	 ha	8.0	8.0
AVEYRON	12	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	6814.0	6807.0
AVEYRON	12	RI03 Surface des prairies en zone inondable	 ha	4974.0	4953.0
AVEYRON	12	RI03 Surface des forêts en zone inondable	 ha	4291.0	4292.0
AVEYRON	12	RI03 Surface des autres zones naturelles en zone inondable	 ha	399.0	399.0
AVEYRON	12	RI03 Surface des zones humides en zone inondable	 ha	0.0	0.0
AVEYRON	12	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	2994.0	2994.0
AVEYRON	12	RI03 Taux de couverture	%	99.65	99.65
BAS-RHIN	67	RI03Surface totale du territoire	 ha	479586.0	479586.0
BAS-RHIN	67	RI03 Surface estimée en zone inondable	 ha	52054.0	52054.0
BAS-RHIN	67	RI03 Population totale du territoire	 nombre	1026023.0	1079013.0
BAS-RHIN	67	RI03 Population estimée en zone inondable	 nombre	131100.0	135800.0
BAS-RHIN	67	RI03 Nombre total de logements du territoire	 nombre	445870.0	485399.0
BAS-RHIN	67	RI03 Nombre de logements estimé en zone inondable	 nombre	55500.0	59100.0
BAS-RHIN	67	RI03 Surface urbanisée continue en zone inondable	 ha	51.0	51.0
BAS-RHIN	67	RI03 Surface urbanisée discontinue en zone inondable	 ha	3549.0	3559.0
BAS-RHIN	67	RI03 Surface des zones d'activités en zone inondable	 ha	2216.0	2296.0
BAS-RHIN	67	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	512.0	512.0
BAS-RHIN	67	RI03 Surface des réseaux de communication en zone inondable	 ha	9.0	9.0
BAS-RHIN	67	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	24605.0	24560.0
BAS-RHIN	67	RI03 Surface des prairies en zone inondable	 ha	8469.0	8463.0
BAS-RHIN	67	RI03 Surface des forêts en zone inondable	 ha	11833.0	11735.0
BAS-RHIN	67	RI03 Surface des autres zones naturelles en zone inondable	 ha	323.0	382.0
BAS-RHIN	67	RI03 Surface des zones humides en zone inondable	 ha	0.0	0.0
BAS-RHIN	67	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	487.0	487.0
BAS-RHIN	67	RI03 Taux de couverture	%	72.75	72.75
BOUCHES-DU-RHONE	13	RI03Surface totale du territoire	 ha	509475.0	509475.0
BOUCHES-DU-RHONE	13	RI03 Surface estimée en zone inondable	 ha	171172.0	171172.0
BOUCHES-DU-RHONE	13	RI03 Population totale du territoire	 nombre	1835407.0	1937403.0
BOUCHES-DU-RHONE	13	RI03 Population estimée en zone inondable	 nombre	225800.0	236600.0
BOUCHES-DU-RHONE	13	RI03 Nombre total de logements du territoire	 nombre	840678.0	905585.0
BOUCHES-DU-RHONE	13	RI03 Nombre de logements estimé en zone inondable	 nombre	96600.0	105500.0
BOUCHES-DU-RHONE	13	RI03 Surface urbanisée continue en zone inondable	 ha	120.0	120.0
BOUCHES-DU-RHONE	13	RI03 Surface urbanisée discontinue en zone inondable	 ha	6041.0	6133.0
BOUCHES-DU-RHONE	13	RI03 Surface des zones d'activités en zone inondable	 ha	5497.0	5639.0
BOUCHES-DU-RHONE	13	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	400.0	400.0
BOUCHES-DU-RHONE	13	RI03 Surface des réseaux de communication en zone inondable	 ha	495.0	498.0
BOUCHES-DU-RHONE	13	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	80972.0	80739.0
BOUCHES-DU-RHONE	13	RI03 Surface des prairies en zone inondable	 ha	2486.0	2486.0
BOUCHES-DU-RHONE	13	RI03 Surface des forêts en zone inondable	 ha	2090.0	2076.0
BOUCHES-DU-RHONE	13	RI03 Surface des autres zones naturelles en zone inondable	 ha	9169.0	9179.0
BOUCHES-DU-RHONE	13	RI03 Surface des zones humides en zone inondable	 ha	33419.0	33419.0
BOUCHES-DU-RHONE	13	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	30482.0	30482.0
BOUCHES-DU-RHONE	13	RI03 Taux de couverture	%	79.09	79.09
CALVADOS	14	RI03Surface totale du territoire	 ha	560586.0	560586.0
CALVADOS	14	RI03 Surface estimée en zone inondable	 ha	42281.0	42281.0
CALVADOS	14	RI03 Population totale du territoire	 nombre	648299.0	671342.0
CALVADOS	14	RI03 Population estimée en zone inondable	 nombre	56900.0	57600.0
CALVADOS	14	RI03 Nombre total de logements du territoire	 nombre	338956.0	370577.0
CALVADOS	14	RI03 Nombre de logements estimé en zone inondable	 nombre	37100.0	39700.0
CALVADOS	14	RI03 Surface urbanisée continue en zone inondable	 ha	122.0	122.0
CALVADOS	14	RI03 Surface urbanisée discontinue en zone inondable	 ha	1946.0	1962.0
CALVADOS	14	RI03 Surface des zones d'activités en zone inondable	 ha	768.0	778.0
CALVADOS	14	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	362.0	362.0
CALVADOS	14	RI03 Surface des réseaux de communication en zone inondable	 ha	37.0	37.0
CALVADOS	14	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	6295.0	6280.0
CALVADOS	14	RI03 Surface des prairies en zone inondable	 ha	29813.0	29731.0
CALVADOS	14	RI03 Surface des forêts en zone inondable	 ha	1443.0	1367.0
CALVADOS	14	RI03 Surface des autres zones naturelles en zone inondable	 ha	371.0	520.0
CALVADOS	14	RI03 Surface des zones humides en zone inondable	 ha	558.0	558.0
CALVADOS	14	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	564.0	564.0
CALVADOS	14	RI03 Taux de couverture	%	97.5	97.5
CANTAL	15	RI03Surface totale du territoire	 ha	576709.0	576709.0
CANTAL	15	RI03 Surface estimée en zone inondable	 ha	5079.0	5079.0
CANTAL	15	RI03 Population totale du territoire	 nombre	150772.0	149684.0
CANTAL	15	RI03 Population estimée en zone inondable	 nombre	4900.0	4900.0
CANTAL	15	RI03 Nombre total de logements du territoire	 nombre	89423.0	94895.0
CANTAL	15	RI03 Nombre de logements estimé en zone inondable	 nombre	2700.0	2900.0
CANTAL	15	RI03 Surface urbanisée continue en zone inondable	 ha	2.0	2.0
CANTAL	15	RI03 Surface urbanisée discontinue en zone inondable	 ha	279.0	287.0
CANTAL	15	RI03 Surface des zones d'activités en zone inondable	 ha	45.0	45.0
CANTAL	15	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	8.0	0.0
CANTAL	15	RI03 Surface des réseaux de communication en zone inondable	 ha	1.0	1.0
CANTAL	15	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	847.0	847.0
CANTAL	15	RI03 Surface des prairies en zone inondable	 ha	2135.0	2136.0
CANTAL	15	RI03 Surface des forêts en zone inondable	 ha	745.0	745.0
CANTAL	15	RI03 Surface des autres zones naturelles en zone inondable	 ha	120.0	120.0
CANTAL	15	RI03 Surface des zones humides en zone inondable	 ha	0.0	0.0
CANTAL	15	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	895.0	895.0
CANTAL	15	RI03 Taux de couverture	%	74.11	74.11
CHARENTE	16	RI03Surface totale du territoire	 ha	596434.0	596434.0
CHARENTE	16	RI03 Surface estimée en zone inondable	 ha	27669.0	27669.0
CHARENTE	16	RI03 Population totale du territoire	 nombre	339544.0	347040.0
CHARENTE	16	RI03 Population estimée en zone inondable	 nombre	18900.0	19200.0
CHARENTE	16	RI03 Nombre total de logements du territoire	 nombre	164440.0	178837.0
CHARENTE	16	RI03 Nombre de logements estimé en zone inondable	 nombre	9100.0	9900.0
CHARENTE	16	RI03 Surface urbanisée continue en zone inondable	 ha	4.0	4.0
CHARENTE	16	RI03 Surface urbanisée discontinue en zone inondable	 ha	1063.0	1066.0
CHARENTE	16	RI03 Surface des zones d'activités en zone inondable	 ha	242.0	250.0
CHARENTE	16	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	85.0	85.0
CHARENTE	16	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	0.0
CHARENTE	16	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	13092.0	13232.0
CHARENTE	16	RI03 Surface des prairies en zone inondable	 ha	8965.0	8795.0
CHARENTE	16	RI03 Surface des forêts en zone inondable	 ha	3746.0	3753.0
CHARENTE	16	RI03 Surface des autres zones naturelles en zone inondable	 ha	113.0	124.0
CHARENTE	16	RI03 Surface des zones humides en zone inondable	 ha	64.0	64.0
CHARENTE	16	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	295.0	295.0
CHARENTE	16	RI03 Taux de couverture	%	100.0	100.0
CHARENTE-MARITIME	17	RI03Surface totale du territoire	 ha	690149.0	690149.0
CHARENTE-MARITIME	17	RI03 Surface estimée en zone inondable	 ha	66936.0	66936.0
CHARENTE-MARITIME	17	RI03 Population totale du territoire	 nombre	557389.0	598921.0
CHARENTE-MARITIME	17	RI03 Population estimée en zone inondable	 nombre	41900.0	44700.0
CHARENTE-MARITIME	17	RI03 Nombre total de logements du territoire	 nombre	330162.0	382779.0
CHARENTE-MARITIME	17	RI03 Nombre de logements estimé en zone inondable	 nombre	27300.0	31900.0
CHARENTE-MARITIME	17	RI03 Surface urbanisée continue en zone inondable	 ha	1.0	1.0
CHARENTE-MARITIME	17	RI03 Surface urbanisée discontinue en zone inondable	 ha	1862.0	1907.0
CHARENTE-MARITIME	17	RI03 Surface des zones d'activités en zone inondable	 ha	448.0	453.0
CHARENTE-MARITIME	17	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	370.0	373.0
CHARENTE-MARITIME	17	RI03 Surface des réseaux de communication en zone inondable	 ha	35.0	35.0
CHARENTE-MARITIME	17	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	26054.0	25815.0
CHARENTE-MARITIME	17	RI03 Surface des prairies en zone inondable	 ha	20022.0	19904.0
CHARENTE-MARITIME	17	RI03 Surface des forêts en zone inondable	 ha	4151.0	4030.0
CHARENTE-MARITIME	17	RI03 Surface des autres zones naturelles en zone inondable	 ha	997.0	1144.0
CHARENTE-MARITIME	17	RI03 Surface des zones humides en zone inondable	 ha	12494.0	12657.0
CHARENTE-MARITIME	17	RI03 Surfaces en eau en zone inondable (étangs, lacs, etc.)	 ha	503.0	617.0
CHARENTE-MARITIME	17	RI03 Taux de couverture	%	59.51	59.51
CHER	18	RI03Surface totale du territoire	 ha	729292.0	729292.0
CHER	18	RI03 Surface estimée en zone inondable	 ha	13876.0	13876.0
CHER	18	RI03 Population totale du territoire	 nombre	314388.0	314676.0
CHER	18	RI03 Population estimée en zone inondable	 nombre	5400.0	5500.0
CHER	18	RI03 Nombre total de logements du territoire	 nombre	161747.0	168625.0
CHER	18	RI03 Nombre de logements estimé en zone inondable	 nombre	3100.0	3200.0
CHER	18	RI03 Surface urbanisée continue en zone inondable	 ha	0.0	0.0
CHER	18	RI03 Surface urbanisée discontinue en zone inondable	 ha	391.0	391.0
CHER	18	RI03 Surface des zones d'activités en zone inondable	 ha	138.0	138.0
CHER	18	RI03 Surface des espaces verts et de loisirs  en zone inondable	 ha	92.0	92.0
CHER	18	RI03 Surface des réseaux de communication en zone inondable	 ha	0.0	0.0
CHER	18	RI03 Surface des territoires agricoles (hors prairies) en zone inondable	 ha	7982.0	7982.0
CHER	18	RI03 Surface des prairies en zone inondable	 ha	2297.0	2297.0
